timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1662896426898,107,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,100,0,78
1662896426898,263,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11102,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=838AD43BB5C97DA323960CA28FD283977211322CFB0BF6AF710439288A81900B&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896427/8e2912cafa035eade26c033e46552bac&u=f2e3de18-aacf1246-2f167d95-94a1732f&s=cf6e115bcf776825c0fed9cbcebf87e4,117,0,81
1662896426898,117,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1017,108,1,2,http://ya.ru/,117,0,81
1662896427017,125,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,125,0,113
1662896427142,19,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8899,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=838AD43BB5C97DA323960CA28FD283977211322CFB0BF6AF710439288A81900B&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896427/8e2912cafa035eade26c033e46552bac&u=f2e3de18-aacf1246-2f167d95-94a1732f&s=cf6e115bcf776825c0fed9cbcebf87e4,18,0,0
1662896429363,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,29,0,9
1662896431859,41,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,34,0,9
1662896431852,130,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11103,590,1,2,https://ya.ru/showcaptcha?cc=1&mt=0653B763CCC5B5A8DE2252477F4F4353AF9B4BCD0078DAEB636930F361ED6BA7&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896431/ad051299f8c1b40829de5971d1a50aa9&u=3d04cb68-4caa5ce-1cc506fe-7f801de3&s=a7bd393aa2772341647bb033670740d6,45,0,10
1662896431852,45,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1012,108,1,2,http://ya.ru/,45,0,10
1662896431897,65,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1185,108,1,2,https://ya.ru/,65,0,50
1662896431963,19,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8906,374,1,2,https://ya.ru/showcaptcha?cc=1&mt=0653B763CCC5B5A8DE2252477F4F4353AF9B4BCD0078DAEB636930F361ED6BA7&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896431/ad051299f8c1b40829de5971d1a50aa9&u=3d04cb68-4caa5ce-1cc506fe-7f801de3&s=a7bd393aa2772341647bb033670740d6,19,0,0
1662896434360,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,29,0,9
1662896436860,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,28,0,9
1662896436851,107,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11092,590,1,2,https://ya.ru/showcaptcha?cc=1&mt=7E1615669D2833B1B3902D17A057DF558C71FDCA5CF9A8D7E6AC190E926DC292&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896436/98fae9f729c5c5eecd765a8c470f8401&u=c8ec761b-ed44251-294fe4ae-304fc993&s=d21982cce785d48d563249a4e7d7bb89,34,0,9
1662896436851,34,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1012,108,1,2,http://ya.ru/,34,0,9
1662896436885,59,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1185,108,1,2,https://ya.ru/,59,0,47
1662896436944,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8895,374,1,2,https://ya.ru/showcaptcha?cc=1&mt=7E1615669D2833B1B3902D17A057DF558C71FDCA5CF9A8D7E6AC190E926DC292&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896436/98fae9f729c5c5eecd765a8c470f8401&u=c8ec761b-ed44251-294fe4ae-304fc993&s=d21982cce785d48d563249a4e7d7bb89,14,0,0
1662896439359,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,30,0,10
1662896441861,39,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,33,0,8
1662896441853,120,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11104,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=1E7709D63ED681CB1F571E1A7BABB4E8C0B255D23290273BCF3DE33480352ABD&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896441/75abbc22dc21168c6bc11ece356f381e&u=7e2d5aca-3f0be234-aa217d50-c1f1a9b9&s=38aa76bf8d2b92d6996f3dfab78927f1,52,0,14
1662896441853,52,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1017,108,1,2,http://ya.ru/,52,0,14
1662896441905,53,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,53,0,40
1662896441959,14,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8901,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=1E7709D63ED681CB1F571E1A7BABB4E8C0B255D23290273BCF3DE33480352ABD&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896441/75abbc22dc21168c6bc11ece356f381e&u=7e2d5aca-3f0be234-aa217d50-c1f1a9b9&s=38aa76bf8d2b92d6996f3dfab78927f1,14,0,0
1662896444361,34,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,28,0,9
1662896446852,115,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11100,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=51435C813425257D67F7425AAB216673C78FDE6915700197789986F8836289B2&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896446/7355a3afe8698d6c0bace3a3fdbaa6b2&u=f8057936-5e766c16-174b5d7a-cff2654f&s=55b5145829fd5ad08d671b6f79ce9381,48,0,10
1662896446852,48,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1013,108,1,2,http://ya.ru/,48,0,10
1662896446900,51,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,51,0,36
1662896446951,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8901,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=51435C813425257D67F7425AAB216673C78FDE6915700197789986F8836289B2&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896446/7355a3afe8698d6c0bace3a3fdbaa6b2&u=f8057936-5e766c16-174b5d7a-cff2654f&s=55b5145829fd5ad08d671b6f79ce9381,16,0,0
1662896446860,158,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16999,109,1,2,http://www.ru/,152,0,9
1662896449361,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,28,0,9
1662896451861,46,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,38,0,11
1662896451852,138,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11097,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=58596D8D97629FB348FBA10D1333A168AC70E8A3B3C2D75C35CC5B2CD8C2AE46&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896451/e8d597cf33e52de8f0fba92d4f3fe65d&u=faceabff-4107337f-3b4c2245-3e2841fd&s=4bdf1302fd06e4c9cb2c995756f1186e,37,0,10
1662896451852,37,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1012,108,1,2,http://ya.ru/,37,0,10
1662896451890,83,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,83,0,70
1662896451974,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8899,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=58596D8D97629FB348FBA10D1333A168AC70E8A3B3C2D75C35CC5B2CD8C2AE46&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896451/e8d597cf33e52de8f0fba92d4f3fe65d&u=faceabff-4107337f-3b4c2245-3e2841fd&s=4bdf1302fd06e4c9cb2c995756f1186e,16,0,0
1662896454361,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,30,0,9
1662896456861,40,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,34,0,10
1662896456853,149,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11114,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=041152BE7FF63D4D183E6168E3E1D823EE17E7283491F4AAAD82FE531AE3E818&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896456/ed533edbeb8187f543aea5c4a1a66041&u=e5862aa9-bc693a0a-2c88c459-23f3d1a3&s=b92046a411dfd83161c49b426c428f28,48,0,12
1662896456853,48,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1017,108,1,2,http://ya.ru/,48,0,12
1662896456902,81,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,81,0,67
1662896456984,18,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8911,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=041152BE7FF63D4D183E6168E3E1D823EE17E7283491F4AAAD82FE531AE3E818&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896456/ed533edbeb8187f543aea5c4a1a66041&u=e5862aa9-bc693a0a-2c88c459-23f3d1a3&s=b92046a411dfd83161c49b426c428f28,18,0,0
1662896459361,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,32,0,10
1662896461861,34,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,26,0,9
1662896461852,96,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11103,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=66AAA5806919812D57B11C719917F40718132C6BCEAA9341F61694F70284520C&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896461/f2fdf007c14b75298dbf2cfd35e74122&u=2ab636cd-8d1f4983-33715a25-7ad79a10&s=d5e81e8069ef073690f616d747998a2e,44,0,14
1662896461852,44,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1015,108,1,2,http://ya.ru/,44,0,14
1662896461897,38,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,38,0,26
1662896461935,13,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8902,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=66AAA5806919812D57B11C719917F40718132C6BCEAA9341F61694F70284520C&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896461/f2fdf007c14b75298dbf2cfd35e74122&u=2ab636cd-8d1f4983-33715a25-7ad79a10&s=d5e81e8069ef073690f616d747998a2e,13,0,0
1662896464360,35,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,28,0,9
1662896466861,41,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,33,0,9
1662896466853,133,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11101,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=F4DD3427D661AE53AD51A0ADA2B763AAC9441F453068EFEF3E0322A341E5FDC1&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896466/53a4b0a866c599bfa6f9f84c6c82d18c&u=6bee96d3-42288375-95c9363f-1e7dd271&s=0f516f32b3c2da062d2bafdff48fbd74,37,0,10
1662896466853,37,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1013,108,1,2,http://ya.ru/,37,0,10
1662896466890,77,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,77,0,60
1662896466967,19,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8902,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=F4DD3427D661AE53AD51A0ADA2B763AAC9441F453068EFEF3E0322A341E5FDC1&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896466/53a4b0a866c599bfa6f9f84c6c82d18c&u=6bee96d3-42288375-95c9363f-1e7dd271&s=0f516f32b3c2da062d2bafdff48fbd74,19,0,0
1662896469361,43,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,35,0,10
1662896471860,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,30,0,9
1662896471852,143,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11100,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=B9328870FE4BA09FD0EB7720B3D3ED957DC1A4C93DCC542155C4CA99244DF71D&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896471/550347e7ee5fc46883fd4046750ba173&u=b7e12e1d-c8ebf3d8-44a01cff-23dfac42&s=8b394984cfb467708a15d3040a7f29ff,64,0,13
1662896471852,64,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1016,108,1,2,http://ya.ru/,64,0,13
1662896471916,63,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,63,0,50
1662896471979,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8898,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=B9328870FE4BA09FD0EB7720B3D3ED957DC1A4C93DCC542155C4CA99244DF71D&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896471/550347e7ee5fc46883fd4046750ba173&u=b7e12e1d-c8ebf3d8-44a01cff-23dfac42&s=8b394984cfb467708a15d3040a7f29ff,15,0,0
1662896474361,39,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,31,0,9
1662896476860,41,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,34,0,10
1662896476851,139,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11110,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=FA4F3F8B91F11866F312596CA3AA726528441F005D60903896664D5A0ACBAEFB&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896476/0334edfc40c3f777a40f755f4ebb3eec&u=53902871-1739ecae-cbb824f6-401ace6a&s=c17f9aadde6349b8f5cae7e4956cce77,49,0,11
1662896476851,49,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1013,108,1,2,http://ya.ru/,49,0,11
1662896476901,70,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,70,0,55
1662896476972,18,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8911,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=FA4F3F8B91F11866F312596CA3AA726528441F005D60903896664D5A0ACBAEFB&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896476/0334edfc40c3f777a40f755f4ebb3eec&u=53902871-1739ecae-cbb824f6-401ace6a&s=c17f9aadde6349b8f5cae7e4956cce77,17,0,0
1662896479360,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,30,0,9
1662896481861,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,1,2,http://www.ru/,29,0,9
1662896481853,131,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11115,591,1,2,https://ya.ru/showcaptcha?cc=1&mt=0D1381B747B9C70AC2E35BCB11F68751D5B80519459331D3A31C87D9295E4980&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896481/17d36aba7d4ccc36246c745a5982d52d&u=18406729-28d76f4b-fd81f3e9-ecd1f6b7&s=955c8b2d1b54e9a6d7e01c57293d634f,44,0,12
1662896481853,44,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1016,108,1,2,http://ya.ru/,44,0,12
1662896481898,66,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,1,2,https://ya.ru/,66,0,50
1662896481964,20,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8913,375,1,2,https://ya.ru/showcaptcha?cc=1&mt=0D1381B747B9C70AC2E35BCB11F68751D5B80519459331D3A31C87D9295E4980&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896481/17d36aba7d4ccc36246c745a5982d52d&u=18406729-28d76f4b-fd81f3e9-ecd1f6b7&s=955c8b2d1b54e9a6d7e01c57293d634f,20,0,0
1662896484361,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,1,2,http://www.ru/,29,0,9
1662896486861,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,2,4,http://www.ru/,30,0,9
1662896486861,38,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,2,4,http://www.ru/,30,0,10
1662896486853,156,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,11092,590,2,4,https://ya.ru/showcaptcha?cc=1&mt=C1A4FE9258F28563432D75161FDFF88AA07147F192FBEBE96FE9608601C1D6C2&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896486/056fef636e42aaf7b6f8b902aae5cd0e&u=3ec8bb2a-48677986-d328c13b-5638b24&s=411964be6f52ebbeabc94e356f4a10aa,71,0,10
1662896486853,71,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1012,108,2,4,http://ya.ru/,71,0,10
1662896486925,67,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1185,108,2,4,https://ya.ru/,67,0,54
1662896486993,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,8895,374,2,4,https://ya.ru/showcaptcha?cc=1&mt=C1A4FE9258F28563432D75161FDFF88AA07147F192FBEBE96FE9608601C1D6C2&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896486/056fef636e42aaf7b6f8b902aae5cd0e&u=3ec8bb2a-48677986-d328c13b-5638b24&s=411964be6f52ebbeabc94e356f4a10aa,16,0,0
1662896486853,163,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11109,591,2,4,https://ya.ru/showcaptcha?cc=1&mt=194991EC5A0BFA1218E80A1D24302FA34DFF450E0F2A3F103E507F643F7F84AA&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896486/b5523c397da528206e690b81107f5b6c&u=91c6b0ae-5c6c1242-503b20b6-e2c66152&s=33d6d25a3b9c9c11e8b2dfb09bd95a27,74,0,13
1662896486853,74,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1016,108,2,4,http://ya.ru/,74,0,13
1662896486927,68,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1186,108,2,4,https://ya.ru/,68,0,53
1662896486995,21,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8907,375,2,4,https://ya.ru/showcaptcha?cc=1&mt=194991EC5A0BFA1218E80A1D24302FA34DFF450E0F2A3F103E507F643F7F84AA&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896486/b5523c397da528206e690b81107f5b6c&u=91c6b0ae-5c6c1242-503b20b6-e2c66152&s=33d6d25a3b9c9c11e8b2dfb09bd95a27,21,0,0
1662896489361,34,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16997,109,2,4,http://www.ru/,28,0,8
1662896489360,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16998,109,2,4,http://www.ru/,30,0,9
1662896491860,37,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-4,text,true,,16997,109,2,4,http://www.ru/,29,0,11
1662896491861,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,2,4,http://www.ru/,29,0,10
1662896491853,117,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,11088,590,2,4,https://ya.ru/showcaptcha?cc=1&mt=DAFC4F6811199B9745FB0FFDCD9A0EBAA0D7A92B8A43ADFF0617F3A8D54F9F14&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896491/f98abb612b7bfb2d271ac950d9a892d5&u=df0bfaf5-9ef09d2a-fd3af671-21f75e4&s=589cdff7cd6e15a5f91aa62848c01378,50,0,12
1662896491853,50,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1012,108,2,4,http://ya.ru/,50,0,12
1662896491903,51,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-5,,true,,1185,108,2,4,https://ya.ru/,51,0,36
1662896491954,16,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-5,text,true,,8891,374,2,4,https://ya.ru/showcaptcha?cc=1&mt=DAFC4F6811199B9745FB0FFDCD9A0EBAA0D7A92B8A43ADFF0617F3A8D54F9F14&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896491/f98abb612b7bfb2d271ac950d9a892d5&u=df0bfaf5-9ef09d2a-fd3af671-21f75e4&s=589cdff7cd6e15a5f91aa62848c01378,16,0,0
1662896491853,122,HTTPS Request ya.ru,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,11092,590,2,4,https://ya.ru/showcaptcha?cc=1&mt=86ADB7D89EB67B346A2DA992CDF452B357EF4A3DD75CCDA9768B92B4A80AAE31&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896491/7dd37ce37c9537de59222a567bc58a89&u=4ab499e4-c53d921f-3424324e-5380df5&s=85c782f899ebdeb7fc42932680eb6231,59,0,13
1662896491853,59,HTTPS Request ya.ru-0,301,Moved permanently,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1016,108,2,4,http://ya.ru/,59,0,13
1662896491913,49,HTTPS Request ya.ru-1,302,Moved temporarily,jp@gc - Ultimate Thread Group ya.ru 1-4,,true,,1185,108,2,4,https://ya.ru/,49,0,37
1662896491962,13,HTTPS Request ya.ru-2,200,Ok,jp@gc - Ultimate Thread Group ya.ru 1-4,text,true,,8891,374,2,4,https://ya.ru/showcaptcha?cc=1&mt=86ADB7D89EB67B346A2DA992CDF452B357EF4A3DD75CCDA9768B92B4A80AAE31&retpath=aHR0cHM6Ly95YS5ydS8__be4b26318182eedc1bcad7a3896dfc9d&t=2/1662896491/7dd37ce37c9537de59222a567bc58a89&u=4ab499e4-c53d921f-3424324e-5380df5&s=85c782f899ebdeb7fc42932680eb6231,13,0,0
1662896494360,36,HTTPS Request www.ru,200,OK,jp@gc - Ultimate Thread Group www.ru 2-5,text,true,,16998,109,2,4,http://www.ru/,30,0,9
